ARQ,NEURONS,SIZE,WEIGHTS,ACC1,ACC2,ACC3,ACC4,ACC5,ACC_M,ACC_DP
ARQ32,32,49,1185,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ32,32,99,1185,0.3523809611797333,0.3523809611797333,0.3619047701358795,0.3523809611797333,0.3523809611797333,0.354285740852356,0.0038095235358923674
ARQ32,32,149,1185,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ32,32,200,1185,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ32,32,250,1185,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.3653846025466919,0.0
ARQ64,64,49,2334,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ64,64,99,2334,0.3619047701358795,0.3523809611797333,0.3619047701358795,0.3619047701358795,0.3523809611797333,0.35809524059295655,0.004665694665163755
ARQ64,64,149,2334,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ64,64,200,2334,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ64,64,250,2334,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.3653846025466919,0.0
ARQ128,128,49,4632,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ128,128,99,4632,0.3619047701358795,0.3523809611797333,0.3523809611797333,0.3619047701358795,0.3619047701358795,0.35809524059295655,0.004665694665163755
ARQ128,128,149,4632,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ128,128,200,4632,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ128,128,250,4632,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.3653846025466919,0.0
ARQ256,256,49,9228,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ256,256,99,9228,0.3619047701358795,0.3523809611797333,0.3523809611797333,0.3619047701358795,0.3619047701358795,0.35809524059295655,0.004665694665163755
ARQ256,256,149,9228,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ256,256,200,9228,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.3619047701358795,0.36190476417541506,0.0
ARQ256,256,250,9228,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.36538460850715637,0.3653846025466919,0.0
