ARQ,NEURONS,SIZE,WEIGHTS,ACC1,ACC2,ACC3,ACC4,ACC5,ACC_M,ACC_DP
ARQ2,2,49,19,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ2,2,100,19,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ2,2,149,19,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ2,2,200,19,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ4,4,49,37,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ4,4,100,37,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ4,4,149,37,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ4,4,200,37,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ8,8,49,66,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ8,8,100,66,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ8,8,149,66,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ8,8,200,66,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ16,16,49,131,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ16,16,100,131,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ16,16,149,131,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ16,16,200,131,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ32,32,49,261,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ32,32,100,261,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ32,32,149,261,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ32,32,200,261,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ64,64,49,514,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ64,64,100,514,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ64,64,149,514,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ64,64,200,514,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ128,128,49,1027,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ128,128,100,1027,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ128,128,149,1027,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ128,128,200,1027,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ256,256,49,2053,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ256,256,100,2053,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
ARQ256,256,149,2053,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824831962585,0.9026824951171875,0.0
ARQ256,256,200,2053,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.902678906917572,0.9026788711547852,5.960464477539063e-08
