ARQ,NEURONS,SIZE,WEIGHTS,ACC1,ACC2,ACC3,ACC4,ACC5,ACC_M,ACC_DP
ARQ2,2,50,15,0.488095223903656,0.5,0.380952388048172,0.5009157657623291,0.5027472376823425,0.47454214096069336,0.04707850143313408
ARQ2,2,99,15,0.4661172032356262,0.5009157657623291,0.4990842342376709,0.11446886509656906,0.5,0.41611719131469727,0.15139508247375488
ARQ2,2,149,15,0.9710439443588257,0.9996886253356934,0.9015018343925476,0.7045421004295349,0.29188644886016846,0.7737325668334961,0.26202133297920227
ARQ2,2,200,15,0.8060073256492615,0.43415752053260803,0.6891574859619141,0.7099450826644897,0.5450549721717834,0.6368644714355469,0.13130402565002441
ARQ2,2,250,15,0.400531142950058,0.9877289533615112,0.9539011120796204,0.8834249377250671,0.4972527325153351,0.7445677757263184,0.24566441774368286
ARQ2,2,299,15,0.7404578924179077,0.7190476059913635,0.8814651966094971,0.6773809790611267,0.6329303979873657,0.730256462097168,0.08409752696752548
ARQ2,2,349,15,0.9324175715446472,0.9487912058830261,0.4973992705345154,0.29913920164108276,0.9752930402755737,0.7306080818176269,0.2788380980491638
ARQ2,2,400,15,0.7618131637573242,0.5802014470100403,0.8654212355613708,0.6162270903587341,0.8907325863838196,0.7428791046142578,0.12628577649593353
ARQ2,2,449,15,0.5170329809188843,0.490787535905838,0.5159707069396973,0.5266849994659424,0.5,0.51009521484375,0.012904067523777485
ARQ2,2,499,15,0.8586263656616211,0.8710439801216125,0.7772893905639648,0.996648371219635,0.6464285850524902,0.8300073623657227,0.11554447561502457
ARQ2,2,550,15,0.9936630129814148,0.5145238041877747,0.8309524059295654,0.21739926934242249,0.8898717761039734,0.6892820835113526,0.28501519560813904
ARQ2,2,600,15,0.8322710394859314,0.8879303932189941,0.831611692905426,0.39580586552619934,0.4949084222316742,0.6885054588317872,0.20202529430389404
ARQ2,2,649,15,0.8508974313735962,0.6659340858459473,0.9147801995277405,0.5,0.8096336722373962,0.748249101638794,0.1486208140850067
ARQ2,2,699,15,0.5937728881835938,0.7232784032821655,0.9115018248558044,0.5143772959709167,0.9766300320625305,0.7439120769500732,0.17770634591579437
ARQ2,2,750,15,0.49393773078918457,0.6299267411231995,0.6310989260673523,0.32923075556755066,0.828223466873169,0.5824835300445557,0.16551722586154938
ARQ2,2,800,15,0.6193956136703491,0.5,0.4990842342376709,0.4977472424507141,0.47481685876846313,0.5182087898254395,0.0514540895819664
ARQ2,2,849,15,0.9549816846847534,0.5,0.7471978068351746,0.5412637591362,0.6721978187561035,0.6831282138824463,0.1623515635728836
ARQ2,2,900,15,0.8973626494407654,0.8594139218330383,0.5284615159034729,0.8251648545265198,0.5985897183418274,0.7417984962463379,0.14899997413158417
ARQ2,2,950,15,0.8562637567520142,0.796831488609314,0.9861355423927307,0.36397436261177063,0.9777472615242004,0.7961904525756835,0.22779901325702667
ARQ2,2,999,15,0.8772735595703125,0.74781334400177,0.8156816363334656,0.3456907570362091,0.8665874004364014,0.7306093215942383,0.19783630967140198
ARQ2,2,1049,15,0.6965599060058594,0.4980603754520416,0.8563769459724426,0.7434583902359009,0.6605855226516724,0.691008186340332,0.11686151474714279
ARQ2,2,1100,15,0.8823260068893433,0.6114102602005005,0.9775091409683228,0.9466849565505981,0.8813003897666931,0.8598461151123047,0.12967003881931305
ARQ2,2,1150,15,0.8961721658706665,0.8823626637458801,0.29965201020240784,0.8319413661956787,0.8859890103340149,0.759223461151123,0.2308599203824997
ARQ2,2,1199,15,0.8216102719306946,0.4988655149936676,0.8164867162704468,0.8292772173881531,0.8324428200721741,0.7597364902496337,0.13055630028247833
ARQ2,2,1249,15,0.9274473786354065,0.40550777316093445,0.9270448088645935,0.9924062490463257,0.9989935755729675,0.8502799034118652,0.22449302673339844
ARQ2,2,1300,15,0.2539743483066559,0.3825274705886841,0.7946703433990479,0.8994322419166565,0.7054212689399719,0.6072051048278808,0.2471591979265213
ARQ2,2,1349,15,0.9631106853485107,0.6843915581703186,0.28570905327796936,0.6801463961601257,0.8682159185409546,0.6963147163391114,0.23226308822631836
ARQ2,2,1399,15,0.9264959096908569,0.6662213802337646,0.44058555364608765,0.8972369432449341,0.8006221652030945,0.7462323665618896,0.17780737578868866
ARQ2,2,1450,15,0.9613186717033386,0.30690476298332214,0.982545793056488,0.9700183272361755,0.7067399024963379,0.7855054855346679,0.2604007422924042
ARQ2,2,1500,15,0.9967765808105469,0.8348351716995239,0.9982051253318787,0.6082234382629395,0.2796703279018402,0.7435420989990235,0.27232465147972107
ARQ2,2,1549,15,0.9777126908302307,0.9201464056968689,0.7215553522109985,0.9258737564086914,0.8200365900993347,0.8730648994445801,0.09134959429502487
ARQ2,2,1599,15,0.9631106853485107,0.9981518983840942,0.47460201382637024,0.9312717318534851,0.7690210342407227,0.827231502532959,0.19299602508544922
ARQ2,2,1650,15,0.8594688773155212,0.9406410455703735,0.8601465225219727,0.4446520209312439,0.8797435760498047,0.7969304084777832,0.17861588299274445
ARQ2,2,1699,15,0.33584630489349365,1.0,0.8422141075134277,0.49632203578948975,1.0,0.7348765373229981,0.2713800370693207
ARQ2,2,1749,15,0.3463495075702667,0.9994510412216187,0.9092406034469604,0.7925159931182861,0.7549130916595459,0.7604940414428711,0.2244095504283905
ARQ2,2,1800,15,0.9883516430854797,0.9481685161590576,0.41794872283935547,0.9996886253356934,0.6104212403297424,0.7929157257080078,0.23620250821113586
ARQ2,2,1850,15,0.9900732636451721,0.2874358892440796,0.8506959676742554,0.20573259890079498,0.757509171962738,0.6182894229888916,0.3134598433971405
ARQ4,4,50,29,0.5,0.5,0.10897435992956161,0.5,0.01007326040416956,0.3238095283508301,0.2180430293083191
ARQ4,4,99,29,0.8168498277664185,0.3717948794364929,0.5476190447807312,0.5009157657623291,0.5,0.5474359035491944,0.14686588943004608
ARQ4,4,149,29,0.627216100692749,0.7624725103378296,0.48009157180786133,0.6230036616325378,0.5921245217323303,0.6169816493988037,0.0901835560798645
ARQ4,4,200,29,0.6777839064598083,0.5158974528312683,0.8138095140457153,0.7367582321166992,0.507564127445221,0.6503626346588135,0.12116377800703049
ARQ4,4,250,29,0.9635897278785706,0.8595787286758423,0.9364835023880005,0.9734798669815063,0.8810989260673523,0.9228461265563965,0.045067474246025085
ARQ4,4,299,29,0.8562453985214233,0.9726923108100891,0.7288095355033875,0.9059523940086365,0.8794505596160889,0.8686300277709961,0.08005266636610031
ARQ4,4,349,29,0.9376190304756165,0.679432213306427,0.7272161245346069,0.830439567565918,0.5231868028640747,0.7395787239074707,0.14005111157894135
ARQ4,4,400,29,0.6777839064598083,0.842527449131012,0.6875640749931335,0.44261905550956726,0.5812087655067444,0.6463406562805176,0.13184988498687744
ARQ4,4,449,29,0.7748534679412842,0.9003480076789856,0.647765576839447,0.9878388047218323,0.879249095916748,0.8380109786987304,0.11680500209331512
ARQ4,4,499,29,0.8653846383094788,0.6743223667144775,0.6582051515579224,0.9893772602081299,0.439212441444397,0.725300407409668,0.1888422816991806
ARQ4,4,550,29,0.9267765283584595,0.6494505405426025,0.7776923179626465,0.7717582583427429,0.8059890270233154,0.7863333702087403,0.08846992999315262
ARQ4,4,600,29,0.885860800743103,0.27287545800209045,0.5919047594070435,0.6484798789024353,0.7895787358283997,0.637739896774292,0.20974332094192505
ARQ4,4,649,29,0.5857325792312622,0.9898535013198853,0.81203293800354,0.9856227040290833,0.9179304242134094,0.8582344055175781,0.15066970884799957
ARQ4,4,699,29,0.9615567922592163,0.8110622763633728,0.9334248900413513,0.8429487347602844,0.904285728931427,0.8906557083129882,0.055951789021492004
ARQ4,4,750,29,0.8669230937957764,0.9840659499168396,0.996813178062439,0.8087179660797119,0.7799450755119324,0.8872930526733398,0.08885068446397781
ARQ4,4,800,29,0.8326923251152039,0.3508058488368988,0.7213736176490784,0.9320695996284485,0.7170696258544922,0.7108021736145019,0.19675612449645996
ARQ4,4,849,29,0.9806776642799377,0.8851648569107056,0.9324542284011841,0.7917948961257935,0.7104945182800293,0.860117244720459,0.09741636365652084
ARQ4,4,900,29,0.6178205013275146,0.8561355471611023,0.8178571462631226,0.9066849946975708,0.9930586218833923,0.8383113861083984,0.12487911432981491
ARQ4,4,950,29,0.669468879699707,0.9614102840423584,0.744615375995636,0.8635165095329285,0.9986813068389893,0.8475384712219238,0.12519440054893494
ARQ4,4,999,29,0.975901186466217,0.8232753872871399,0.9421408772468567,0.9967795014381409,0.6586276292800903,0.8793449401855469,0.12563219666481018
ARQ4,4,1049,29,0.9231290221214294,0.7399817109107971,0.7156633138656616,0.6664409637451172,0.9250686168670654,0.794056749343872,0.10879264026880264
ARQ4,4,1100,29,0.8277655839920044,0.5547985434532166,0.8029487133026123,0.697948694229126,0.9078205227851868,0.7582563877105712,0.12184455245733261
ARQ4,4,1150,29,0.7130769491195679,0.9818131923675537,0.959871768951416,0.9420695900917053,0.8699817061424255,0.8933626174926758,0.09764111042022705
ARQ4,4,1199,29,0.7422506809234619,0.9931198358535767,0.7239890098571777,0.9412077069282532,0.9435498714447021,0.8688234329223633,0.1124907061457634
ARQ4,4,1249,29,0.7836962342262268,0.7678865790367126,0.8737236857414246,0.9135590195655823,0.7675572037696838,0.8212845802307129,0.06068820878863335
ARQ4,4,1300,29,0.9981684684753418,0.9255494475364685,0.33186814188957214,0.9906776547431946,0.7972527742385864,0.8087033271789551,0.24906529486179352
ARQ4,4,1349,29,0.956889271736145,0.8211711049079895,0.8024336695671082,0.9021409153938293,0.9977676272392273,0.896080493927002,0.07543984800577164
ARQ4,4,1399,29,0.30190300941467285,0.9983531832695007,0.8105763792991638,0.7200731635093689,0.8585910201072693,0.7378993988037109,0.23583689332008362
ARQ4,4,1450,29,0.7954578995704651,0.6988644599914551,0.9146336913108826,0.9665750861167908,0.695659339427948,0.8142380714416504,0.11046313494443893
ARQ4,4,1500,29,0.7948168516159058,0.6209890246391296,0.9211171865463257,0.29952380061149597,0.8201282024383545,0.6913150310516357,0.21843105554580688
ARQ4,4,1549,29,0.6661116480827332,0.7409149408340454,0.9646294713020325,0.2556450068950653,0.8429459929466248,0.6940494060516358,0.2410639077425003
ARQ4,4,1599,29,0.9769625067710876,0.9124428033828735,0.9059652090072632,0.9422140717506409,0.6835681796073914,0.8842305183410645,0.10343599319458008
ARQ4,4,1650,29,0.9063553214073181,0.9371245503425598,0.8580402731895447,0.7069597244262695,0.2177472561597824,0.7252454280853271,0.26578816771507263
ARQ4,4,1699,29,0.8728087544441223,0.8034217953681946,0.8578956723213196,0.998773992061615,0.9251235127449036,0.8916048049926758,0.06614314764738083
ARQ4,4,1749,29,0.8624885678291321,0.9838243126869202,0.8685452938079834,0.7108691930770874,0.9569075703620911,0.8765270233154296,0.09557933360338211
ARQ4,4,1800,29,0.9860439300537109,0.20675824582576752,0.4647069573402405,0.9837912321090698,0.758644700050354,0.679988956451416,0.3041203022003174
ARQ4,4,1850,29,0.7266849875450134,0.9458974599838257,0.8775641322135925,0.7904029488563538,0.6405128240585327,0.7962124824523926,0.10782753676176071
ARQ8,8,50,52,0.5,0.053113553673028946,0.5228937864303589,0.5219780206680298,0.5,0.41959705352783205,0.1835164874792099
ARQ8,8,99,52,0.91300368309021,0.5,0.5,0.5,0.9322344064712524,0.6690476417541504,0.20712949335575104
ARQ8,8,149,52,0.7719780206680298,0.9006776809692383,0.7726373672485352,0.8419963121414185,0.8830952644348145,0.8340768814086914,0.05391153320670128
ARQ8,8,200,52,0.9637362360954285,0.6567765474319458,0.9861172437667847,0.8292673826217651,0.688058614730835,0.824791145324707,0.13585034012794495
ARQ8,8,250,52,0.9302197694778442,0.8943040370941162,0.9632967114448547,0.9178937673568726,0.9417216181755066,0.9294871330261231,0.02308923378586769
ARQ8,8,299,52,0.9868864417076111,0.9733516573905945,0.8958607912063599,0.7585347890853882,0.9226190447807312,0.9074504852294922,0.08147799968719482
ARQ8,8,349,52,0.8459889888763428,0.620586097240448,0.5,0.7946703433990479,0.9075824022293091,0.7337656021118164,0.1509779691696167
ARQ8,8,400,52,0.8681868314743042,0.7688278555870056,0.5154212713241577,0.9456959962844849,0.8792124390602112,0.795468807220459,0.15100032091140747
ARQ8,8,449,52,0.7154762148857117,0.9805494546890259,0.7241025567054749,0.9182051420211792,0.9682600498199463,0.8613185882568359,0.1174621656537056
ARQ8,8,499,52,0.955439567565918,0.9213919639587402,0.9300366044044495,0.6643956303596497,0.9236263632774353,0.8789779663085937,0.10797348618507385
ARQ8,8,550,52,0.9929853677749634,0.8262271285057068,0.4971245527267456,0.9860073328018188,0.905531108379364,0.8415750503540039,0.18262411653995514
ARQ8,8,600,52,0.5,0.898809552192688,0.7810256481170654,0.4960256516933441,0.8786813020706177,0.7109084129333496,0.17834122478961945
ARQ8,8,649,52,0.9219779968261719,0.94663006067276,0.9940292835235596,0.842527449131012,0.9980769157409668,0.9406482696533203,0.056850045919418335
ARQ8,8,699,52,0.9515933990478516,0.9746886491775513,0.9200000166893005,0.8427472710609436,0.8840109705924988,0.9146080017089844,0.04713134840130806
ARQ8,8,750,52,0.44247251749038696,0.8873809576034546,0.79684978723526,0.49915751814842224,0.9422527551651001,0.7136226654052734,0.2044055461883545
ARQ8,8,800,52,0.939120888710022,0.8329303860664368,0.8178571462631226,0.9143589735031128,0.7937362790107727,0.859600830078125,0.05676950141787529
ARQ8,8,849,52,0.8856959939002991,0.9522160887718201,0.5,0.6578022241592407,0.927234411239624,0.7845897197723388,0.1764851063489914
ARQ8,8,900,52,0.9284248948097229,0.9813003540039062,0.9749816656112671,0.4526190459728241,0.9989743828773499,0.8672600746154785,0.20862698554992676
ARQ8,8,950,52,1.0,0.975018322467804,0.5,0.883717954158783,0.8793589472770691,0.8476190567016602,0.18033307790756226
ARQ8,8,999,52,0.8923330307006836,0.9094418883323669,0.9318572878837585,0.8899725675582886,0.9969807863235474,0.9241170883178711,0.03939661383628845
ARQ8,8,1049,52,0.4995425343513489,0.9467520713806152,0.5617383122444153,0.8156084418296814,0.9958096742630005,0.7638901710510254,0.2003222107887268
ARQ8,8,1100,52,0.9307692050933838,0.9653113484382629,0.9013186693191528,0.8239743709564209,0.8786447048187256,0.9000036239624023,0.04785394296050072
ARQ8,8,1150,52,0.978388249874115,0.9753662943840027,0.9292124509811401,0.9947252869606018,0.9720879197120667,0.9699560165405273,0.02181042730808258
ARQ8,8,1199,52,0.9383165836334229,0.8370905518531799,0.9120585322380066,0.912625789642334,0.862854540348053,0.8925891876220703,0.03697502613067627
ARQ8,8,1249,52,0.8550594449043274,0.7060018181800842,0.8243184089660645,0.9914913177490234,0.5881061553955078,0.7929954528808594,0.1369534134864807
ARQ8,8,1300,52,0.45404762029647827,0.5,0.497875452041626,0.806556761264801,0.7231867909431458,0.5963333129882813,0.1410708874464035
ARQ8,8,1349,52,0.8185727596282959,0.934803307056427,0.83954256772995,0.8190301656723022,0.9660933017730713,0.8756084442138672,0.062364187091588974
ARQ8,8,1399,52,0.7797438502311707,0.9559195041656494,0.9947484135627747,0.9033302664756775,0.9320036768913269,0.9131491661071778,0.07312539964914322
ARQ8,8,1450,52,0.9878754615783691,0.8956776261329651,0.8693223595619202,0.5,0.6301282048225403,0.776600694656372,0.18186576664447784
ARQ8,8,1500,52,0.42388278245925903,0.8960072994232178,0.9154212474822998,0.9736446738243103,0.9969047904014587,0.8411721229553223,0.21187348663806915
ARQ8,8,1549,52,0.8954254388809204,0.9692040085792542,0.9687648415565491,0.9100091457366943,0.7851967215538025,0.9057200431823731,0.06731285899877548
ARQ8,8,1599,52,0.6334491968154907,0.4969624876976013,0.9493504166603088,0.893302857875824,0.991308331489563,0.7928746223449707,0.19335298240184784
ARQ8,8,1650,52,0.8952381014823914,0.9891757965087891,0.8693589568138123,0.672912061214447,0.586978018283844,0.8027326583862304,0.1491045355796814
ARQ8,8,1699,52,0.9650320410728455,0.9822872877120972,0.8702653050422668,0.80430006980896,0.9963220357894897,0.923641300201416,0.07419752329587936
ARQ8,8,1749,52,0.8662946224212646,0.8444098830223083,0.9117291569709778,0.709075927734375,0.883000910282135,0.8429020881652832,0.07043295353651047
ARQ8,8,1800,52,0.8956776261329651,0.998864471912384,0.5887362360954285,0.868553102016449,0.9722893834114075,0.8648241996765137,0.14608626067638397
ARQ8,8,1850,52,0.9514102339744568,0.9972710609436035,0.766153872013092,0.9791758060455322,0.9308791160583496,0.9249780654907227,0.08261026442050934
ARQ16,16,50,98,0.5,0.5,0.4423076808452606,0.5,0.5,0.4884615421295166,0.023076927289366722
ARQ16,16,99,98,0.5,0.5,0.5320512652397156,0.5,0.4990842342376709,0.5062271118164062,0.012916953302919865
ARQ16,16,149,98,0.8767948746681213,0.8210622668266296,0.5141575336456299,0.859835147857666,0.870659351348877,0.7885018348693847,0.13853442668914795
ARQ16,16,200,98,0.8110256195068359,0.8413370251655579,0.9224725365638733,0.5,0.7872893810272217,0.7724248886108398,0.14365895092487335
ARQ16,16,250,98,0.8488461375236511,0.5,0.8930402994155884,0.5,0.5,0.6483773231506348,0.1822609156370163
ARQ16,16,299,98,0.5,0.49177655577659607,0.9842124581336975,0.49983516335487366,0.5,0.5951648712158203,0.1945495456457138
ARQ16,16,349,98,0.6486263871192932,0.8269413709640503,0.478772908449173,0.8840109705924988,0.5245787501335144,0.6725861072540283,0.16035574674606323
ARQ16,16,400,98,0.5,0.9155311584472656,0.6810439825057983,0.756428599357605,0.4954761862754822,0.669696044921875,0.15952149033546448
ARQ16,16,449,98,0.8671428561210632,0.9446337223052979,0.748864471912384,0.8732966780662537,0.5,0.7867875576019288,0.15655125677585602
ARQ16,16,499,98,0.909835159778595,0.5,0.9604578614234924,0.944505512714386,0.9171794652938843,0.8463955879211426,0.17416119575500488
ARQ16,16,550,98,0.5,0.9329853653907776,0.7125641107559204,0.5,0.8451831340789795,0.6981464862823487,0.17635248601436615
ARQ16,16,600,98,0.9450732469558716,0.4910622835159302,0.9540842771530151,0.5,0.7494322061538696,0.7279303550720215,0.203380286693573
ARQ16,16,649,98,0.5,0.9454761743545532,0.8842856884002686,0.5,0.9544872045516968,0.7568498611450195,0.21110376715660095
ARQ16,16,699,98,0.9378754496574402,0.8875091671943665,0.943626344203949,0.5,0.9834981560707092,0.850501823425293,0.177885040640831
ARQ16,16,750,98,0.8736447095870972,0.47531136870384216,0.9074908494949341,0.9767765402793884,0.9437179565429688,0.8353882789611816,0.183326855301857
ARQ16,16,800,98,0.7553479671478271,0.5,0.5,0.5,0.5,0.5510695934295654,0.1021391823887825
ARQ16,16,849,98,0.9097802042961121,0.8165384531021118,0.9817582368850708,0.5,0.5,0.7416153907775879,0.2041163593530655
ARQ16,16,900,98,0.9718864560127258,0.5,0.5,0.9073992967605591,0.5,0.6758571624755859,0.21634340286254883
ARQ16,16,950,98,0.5,0.7703480124473572,0.5,0.5,0.9039193987846375,0.6348535060882569,0.1704767495393753
ARQ16,16,999,98,0.9333760142326355,0.4994693398475647,0.48495882749557495,0.9546386003494263,0.901189386844635,0.7547264099121094,0.21506403386592865
ARQ16,16,1049,98,0.4995425343513489,0.49981701374053955,0.4996706247329712,0.9475206136703491,0.4995425343513489,0.5892186641693116,0.1791509985923767
ARQ16,16,1100,98,0.5,0.9193406701087952,0.8409157395362854,0.9757142663002014,0.8694139122962952,0.8210768699645996,0.16696640849113464
ARQ16,16,1150,98,0.9536812901496887,0.4998168349266052,0.9790109992027283,0.4999450445175171,0.4997069537639618,0.6864322185516357,0.22868908941745758
ARQ16,16,1199,98,0.4998353123664856,0.9232205152511597,0.4996340274810791,0.49965232610702515,0.9632570743560791,0.6771198749542237,0.21765375137329102
ARQ16,16,1249,98,0.9327904582023621,0.8464958667755127,0.9971271753311157,0.9869533181190491,0.5004574656486511,0.8527647972106933,0.1840711385011673
ARQ16,16,1300,98,0.912032961845398,0.5,0.4858241677284241,0.5,0.5,0.5795714378356933,0.16632141172885895
ARQ16,16,1349,98,0.9536321759223938,0.49328452348709106,0.48561757802963257,0.9250686168670654,0.8987191319465637,0.7512643814086915,0.2144879400730133
ARQ16,16,1399,98,0.4995425343513489,0.968014657497406,0.9459835290908813,0.9673925042152405,0.8896248936653137,0.8541116714477539,0.17957022786140442
ARQ16,16,1450,98,0.9017948508262634,0.4892857074737549,0.5,0.5,0.9643772840499878,0.6710915565490723,0.2148667275905609
ARQ16,16,1500,98,0.9595787525177002,0.8340659141540527,0.5,0.5,0.5,0.6587289333343506,0.19841285049915314
ARQ16,16,1549,98,0.9795791506767273,0.9051235318183899,0.48905763030052185,0.5000548958778381,0.499597430229187,0.6746825218200684,0.21985049545764923
ARQ16,16,1599,98,0.9879231452941895,0.9262214303016663,0.499597430229187,0.9336504936218262,0.48592862486839294,0.7666642189025878,0.22469337284564972
ARQ16,16,1650,98,0.5,0.4992673993110657,0.5,0.8897252678871155,0.9307875633239746,0.6639560222625732,0.2015223652124405
ARQ16,16,1699,98,0.500420868396759,0.9322232604026794,0.5004574656486511,0.9459286332130432,0.5004574656486511,0.6758975505828857,0.21492797136306763
ARQ16,16,1749,98,0.9242634773254395,0.8552424311637878,0.9158828854560852,0.4995425343513489,0.5002012848854065,0.7390264987945556,0.19671660661697388
ARQ16,16,1800,98,0.9821428656578064,0.5,0.5,0.9213187098503113,0.4998534917831421,0.680663013458252,0.22216011583805084
ARQ16,16,1850,98,0.9672161340713501,0.5,0.9725274443626404,0.5,0.5,0.6879487037658691,0.23019537329673767
ARQ32,32,50,195,0.5,0.5,0.5045787692070007,0.5,0.5009157657623291,0.501098918914795,0.001775712356902659
ARQ32,32,99,195,0.5,0.7536630034446716,0.5,0.47985348105430603,0.5,0.546703290939331,0.10377360880374908
ARQ32,32,149,195,0.9545787572860718,0.8867216110229492,0.5,0.8996337056159973,0.8221611976623535,0.8126190185546875,0.1618870049715042
ARQ32,32,200,195,0.5,0.904304027557373,0.867326021194458,0.8609157800674438,0.7766300439834595,0.7818351745605469,0.14698244631290436
ARQ32,32,250,195,0.8997252583503723,0.9131501913070679,0.9385347962379456,0.8710256218910217,0.8126190304756165,0.8870109558105469,0.043102920055389404
ARQ32,32,299,195,0.9156410098075867,0.9883150458335876,0.9554029107093811,0.977161169052124,0.5,0.8673040390014648,0.1853226274251938
ARQ32,32,349,195,0.814139187335968,0.9897618889808655,0.8620696067810059,0.48695969581604004,0.5,0.7305860996246338,0.20197272300720215
ARQ32,32,400,195,0.5,0.8339011073112488,0.9244139194488525,0.5,0.7071428298950195,0.6930915832519531,0.17210665345191956
ARQ32,32,449,195,0.9278937578201294,0.5,0.9497069716453552,0.9318498373031616,0.893608033657074,0.840611743927002,0.17127129435539246
ARQ32,32,499,195,0.8367215991020203,0.5,0.5,0.5,0.9455494284629822,0.6564542293548584,0.19468238949775696
ARQ32,32,550,195,0.49910256266593933,0.5,0.9160073399543762,0.9500732421875,0.9108607769012451,0.7552087783813477,0.20917828381061554
ARQ32,32,600,195,0.491831511259079,0.9231318831443787,0.4990842342376709,0.7981501817703247,0.5,0.6424395561218261,0.18251386284828186
ARQ32,32,649,195,0.903333306312561,0.5,0.8550366163253784,0.9106044173240662,0.9100549221038818,0.8158058166503906,0.1592501848936081
ARQ32,32,699,195,0.9329121112823486,0.9688461422920227,0.9135714173316956,0.5,0.9642490744590759,0.8559157371520996,0.17911896109580994
ARQ32,32,750,195,0.49536630511283875,0.5,0.908717930316925,0.9600183367729187,0.9649084210395813,0.7658021926879883,0.2198064923286438
ARQ32,32,800,195,0.48994505405426025,0.5,0.5,0.8893772959709167,0.9710256457328796,0.6700695991516114,0.21399186551570892
ARQ32,32,849,195,0.5,0.9536629915237427,0.9800000190734863,0.888150155544281,0.9730585813522339,0.8589743614196778,0.18239636719226837
ARQ32,32,900,195,0.9391758441925049,0.9578205347061157,0.9087362885475159,0.9742490649223328,0.9463186860084534,0.9452601432800293,0.021772699430584908
ARQ32,32,950,195,0.9354029297828674,0.9474908709526062,0.5,0.9800732731819153,0.9438278675079346,0.8613590240478516,0.18131503462791443
ARQ32,32,999,195,0.49965232610702515,0.8137236833572388,0.9602195620536804,0.4995425343513489,0.9221774935722351,0.7390631198883056,0.20134690403938293
ARQ32,32,1049,195,0.4995425343513489,0.9319853782653809,0.9071546196937561,0.9497895836830139,0.9516010880470276,0.8480146408081055,0.174968421459198
ARQ32,32,1100,195,0.4970695972442627,0.8599450588226318,0.9817582368850708,0.9374359250068665,0.9562271237373352,0.8464871406555176,0.1793803572654724
ARQ32,32,1150,195,0.5,0.5,0.5,0.9582417607307434,0.9800000190734863,0.687648344039917,0.22992433607578278
ARQ32,32,1199,195,0.9349679946899414,0.49974381923675537,0.9125891923904419,0.9843549728393555,0.9487465620040894,0.8560805320739746,0.1796850711107254
