ARQ,NEURONS,SIZE,WEIGHTS,LOSS1,LOSS2,LOSS3,LOSS4,LOSS5,LOSS_M,LOSS_DP
ARQ8,8,149,257,0.4653999596934191,0.48844739774729584,0.5398853786239688,0.3708609376577723,0.45836215581269873,0.4645911659070309,0.054887427828387576
ARQ8,8,200,257,0.454634512513876,0.4190650524199009,0.5406815657019615,0.5453728632628918,0.43255007147789004,0.4784608130753041,0.0539481041261617
ARQ8,8,249,257,0.49633603596687315,0.4348320928812027,0.46756957286596296,0.4046645841896534,0.36197167295217514,0.4330747917711735,0.04702713354600801
ARQ8,8,300,257,0.4487237901985645,0.3966953732073307,0.3753773860633373,0.5405733096599579,0.46659356385469436,0.4455926845967769,0.057953938776487385
ARQ8,8,349,257,0.36528405139588904,0.42644301120542055,0.4342229536965362,0.3645237602102451,0.35024622872344446,0.3881440010463071,0.03494801361656678
ARQ8,8,400,257,0.42592817038297653,0.49975532114505766,0.4151039218902588,0.3663468120992184,0.4815135857462883,0.43772956225275994,0.04798108992260943
ARQ16,16,49,513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARQ16,16,100,513,0.5234454591572285,0.4622737380117178,0.4243286619707942,0.43973841197788716,0.4474657502770424,0.45945040427893397,0.03426096792860226
ARQ16,16,149,513,0.44639899914196673,0.40590635349586507,0.3822970405274115,0.4481807284607183,0.35866954178868127,0.4082905326829286,0.03517690042403384
ARQ16,16,200,513,0.3613676826655865,0.372620403021574,0.3912728998064995,0.35463740603998306,0.35671919398009777,0.36732351710274813,0.013494376450633562
ARQ16,16,249,513,0.2899981960952282,0.3648891488909721,0.3595669938921928,0.3398484631180763,0.3963596502542496,0.3501324904501438,0.03511584742768422
ARQ16,16,300,513,0.31493540450930596,0.3353928279131651,0.38862220108509066,0.3418396792560816,0.3187023911625147,0.3398985007852316,0.026345775644742813
ARQ16,16,349,513,0.29906247244176704,0.2865520779712078,0.29307493424186337,0.26478616170521474,0.25637829074492824,0.2799707874209963,0.016533016927833363
ARQ16,16,400,513,0.29414458736777305,0.3331463293731213,0.4173769973218441,0.29121659345924855,0.3423122695833445,0.33563935542106627,0.04566614199142638
ARQ32,32,49,995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARQ32,32,100,995,0.5768238781392574,0.48309690043330195,0.4348863409180194,0.4244860870763659,0.46534231580793856,0.47692710447497666,0.05416479521869018
ARQ32,32,149,995,0.29244771313497286,0.5124397919882064,0.42650480243383637,0.46503300497295874,0.23822057343751424,0.38692917719349773,0.10436507877140669
ARQ32,32,200,995,0.27018824441358447,0.4460357280820608,0.4555627886205912,0.21969244345091282,0.45067838080227374,0.3684315170738846,0.102131162027982
ARQ32,32,249,995,0.4501342117190361,0.5103657799959183,0.24838316102325916,0.6743200421333313,0.23550610888004303,0.42374186075031756,0.16563396777984588
ARQ32,32,300,995,0.24812156070023775,0.4709425936639309,0.4268930394947529,0.44529784776270387,0.3714990557730198,0.392550819478929,0.0792589362466448
ARQ32,32,349,995,0.6726628929121882,0.4376103152704035,0.23921335806958696,0.20206056996925265,0.41906713254940814,0.3941228537541679,0.16791831494737003
ARQ32,32,400,995,0.25084114123135803,0.24983857586979866,0.4690818813443184,0.42343668520450595,0.3988213524222374,0.35840392721444364,0.09106989166966825
ARQ64,64,49,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARQ64,64,100,1989,0.14133803112024906,0.20183929388411342,0.3647513201693073,0.45581186190247536,0.3112533272220753,0.29499876685964405,0.11249959117801168
ARQ64,64,149,1989,0.16255743841069514,0.31861655409963513,0.1685227710564602,0.3286500735459974,0.4055841775845827,0.27678620293947415,0.09570552643814653
ARQ64,64,200,1989,0.18090146347880365,0.3668982928991318,0.14623350439826027,0.4241659489646554,0.41120938263833523,0.3058817184758372,0.11825034018716112
ARQ64,64,249,1989,0.13349164934083818,0.1688144665658474,0.16610644933208824,0.381620310112834,0.11052259450778365,0.19211109397187828,0.09718604830668937
ARQ64,64,300,1989,0.6754198044538497,0.17265454173088074,0.08929288104060105,0.11535910885082558,0.14695045424625278,0.239935358064482,0.21955955974800495
ARQ64,64,349,1989,0.38862533590350395,0.11950914806519182,0.1408026909543217,0.1509795589531716,0.09691541705531283,0.17936643018630039,0.10626695615587382
ARQ64,64,400,1989,0.1139501283224672,0.15576458513736724,0.3831180163659155,0.10344831920228899,0.14204503084532916,0.1796652159746736,0.10344761821267358
ARQ128,128,49,3977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARQ128,128,100,3977,0.032629582839907696,0.09027882836264325,0.06683874324589852,0.08858113509464602,0.0725731914768403,0.07018029620398716,0.02083021778533449
ARQ128,128,149,3977,0.09256464871875793,0.07192712745716062,0.020550858134229872,0.022046254279287508,0.10420635492619179,0.06225904870312554,0.035008912106429674
ARQ128,128,200,3977,0.05362928856571671,0.07233570200827671,0.06511160412585014,0.08047576396114892,0.0501496564457193,0.06434040302134235,0.011322320353593365
ARQ128,128,249,3977,0.06395604759373237,0.07134893732971978,0.04352175225957763,0.06290028762957081,0.042906116804108024,0.05692662832334172,0.011570356808734387
ARQ128,128,300,3977,0.05728679464487868,0.04651310565997847,0.07430505993048428,0.06673209735075943,0.08227977931586793,0.06542336738039375,0.012558166062311759
ARQ128,128,349,3977,0.0783297655755469,0.05790440770534844,0.05643668638330359,0.05108518452035576,0.08605398753153969,0.06596200634321887,0.013664740174607497
ARQ128,128,400,3977,0.06748781744099688,0.07499530843342654,0.0509749193963944,0.07248927506618202,0.06734890012186952,0.06665924409177387,0.008374239431204626
ARQ256,256,49,7953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARQ256,256,100,7953,0.033415011820370634,0.02170503507743888,0.020136510892612022,0.04890322236298289,0.0092115898689309,0.026674274004467063,0.013505145024518968
ARQ256,256,149,7953,0.005638063574920979,0.0009493313921556167,0.025437939703065224,0.03924796837100533,0.01745487301963,0.01774563521215543,0.01378633769550241
ARQ256,256,200,7953,0.04508584041639551,0.021124925707736112,0.025782529169132432,0.01555999727400831,0.011262711465490157,0.023763200806552504,0.01174093628657067
ARQ256,256,249,7953,0.044860831505444364,0.005591228365261032,0.03284516396487015,0.04889767692389432,0.02104695625443128,0.030648371402780233,0.01587390728073766
